year,id,CO2_mt,co2_cntfc,avoided_CO2,pct_diff
2000,Australia,334.64319,335.75833,1.1151428,.33323339
2001,Australia,340.97977,343.44647,2.4667053,.72341692
2002,Australia,348.95996,352.06955,3.1095886,.89110184
2003,Australia,348.31992,352.00885,3.6889343,1.059065
2004,Australia,361.6976,367.76447,6.066864,1.6773305
2005,Australia,364.24036,371.17218,6.9318237,1.9030905
2006,Australia,369.50327,378.41895,8.9156799,2.4128826
2007,Australia,379.71194,389.73737,10.025421,2.6402702
2008,Australia,382.99774,394.85754,11.859802,3.0965724
2009,Australia,389.5116,404.92697,15.415375,3.9576163
2010,Australia,391.81656,409.58792,17.771362,4.5356331
2011,Australia,389.85757,410.03333,20.175751,5.1751595
2012,Australia,390.46359,416.17218,25.708588,6.5841188
2013,Australia,383.54974,411.53223,27.982483,7.2956595
2014,Australia,373.91611,404.09805,30.181946,8.0718498
2015,Australia,378.21667,410.33533,32.118652,8.4921303
2016,Australia,385.80478,419.26465,33.459869,8.6727467
2017,Australia,388.03076,422.61996,34.589203,8.9140368
2018,Australia,386.4313,421.81244,35.381134,9.1558666
2019,Australia,384.02957,421.2879,37.258331,9.7019434
2020,Australia,369.04288,408.00211,38.959229,10.556829
2021,Australia,360.94318,402.60324,41.660065,11.542001
2022,Australia,354.78351,399.259,44.475494,12.535954
2000,Austria,61.826584,61.96386,.1372757,.22203344
2001,Austria,66.194435,66.562485,.36804962,.55601293
2002,Austria,67.638222,68.052025,.4138031,.61178887
2003,Austria,72.713898,73.199326,.48542786,.66758609
2004,Austria,74.012138,74.630272,.61813354,.83517861
2005,Austria,74.445442,75.275597,.83015442,1.1151179
2006,Austria,72.150391,73.035896,.88550568,1.2273054
2007,Austria,69.116997,70.198425,1.0814285,1.5646347
2008,Austria,68.601715,69.791077,1.1893616,1.7337198
2009,Austria,62.621658,63.77803,1.1563721,1.8466009
2010,Austria,68.343102,69.721008,1.3779068,2.0161607
2011,Austria,66.609993,68.028351,1.4183578,2.1293468
2012,Austria,63.439007,64.933701,1.4946938,2.3561115
2013,Austria,64.09668,65.716095,1.6194153,2.5265198
2014,Austria,60.415459,61.976219,1.5607605,2.5833793
2015,Austria,61.553719,63.213947,1.6602287,2.6972029
2016,Austria,61.968094,63.639496,1.671402,2.6971977
2017,Austria,64.157669,65.997818,1.8401489,2.8681667
2018,Austria,61.30439,63.132675,1.8282852,2.9823072
2019,Austria,62.769981,64.749596,1.9796143,3.1537595
2020,Austria,57.368492,59.374954,2.0064621,3.4974985
2021,Austria,60.30975,62.9753,2.6655502,4.4197669
2022,Austria,56.796661,59.438625,2.641964,4.6516185
2000,Belgium,109.84081,110.02367,.18286133,.1664785
2001,Belgium,112.51042,112.82278,.31235504,.27762321
2002,Belgium,106.42297,106.83683,.41386414,.38888612
2003,Belgium,111.18158,111.67585,.49427032,.44456133
2004,Belgium,109.21063,109.87876,.66812897,.61178017
2005,Belgium,106.8243,107.59708,.772789,.72342062
2006,Belgium,103.67467,104.54054,.86586761,.83517754
2007,Belgium,99.505234,100.39193,.88669586,.89110476
2008,Belgium,102.29413,103.32019,1.026062,1.0030507
2009,Belgium,97.116341,98.144867,1.0285263,1.0590662
2010,Belgium,103.33784,104.49018,1.1523361,1.1151153
2011,Belgium,93.217697,94.414101,1.1964035,1.2834511
2012,Belgium,92.279366,93.515564,1.2361984,1.3396261
2013,Belgium,92.785652,94.132965,1.3473129,1.4520704
2014,Belgium,86.156204,87.455727,1.2995224,1.508333
2015,Belgium,91.424072,92.803055,1.3789825,1.5083364
2016,Belgium,89.884285,91.341278,1.4569931,1.6209654
2017,Belgium,88.557358,90.092697,1.5353394,1.733723
2018,Belgium,89.271515,90.819237,1.5477219,1.7337242
2019,Belgium,88.485664,90.01976,1.5340958,1.7337223
2020,Belgium,81.381432,82.792358,1.4109268,1.7337208
2021,Belgium,85.078186,87.276077,2.1978912,2.5833781
2022,Belgium,78.814713,80.985397,2.1706848,2.7541618
2000,Canada,503.64163,503.92096,.27932739,.055461537
2001,Canada,496.34195,499.10168,2.7597351,.5560149
2002,Canada,514.63354,518.35651,3.7229614,.7234199
2003,Canada,534.43036,541.28949,6.8591309,1.283447
2004,Canada,519.64716,526.31659,6.6694336,1.2834543
2005,Canada,532.84656,539.98474,7.1381836,1.3396322
2006,Canada,523.56665,531.16919,7.6025391,1.4520671
2007,Canada,552.56921,564.64832,12.079102,2.1859889
2008,Canada,534.34204,546.93176,12.589722,2.3561165
2009,Canada,507.61224,520.72577,13.113525,2.5833745
2010,Canada,521.28918,535.94342,14.654236,2.8111529
2011,Canada,532.58246,552.1272,19.544739,3.6698053
2012,Canada,529.84113,551.72717,21.886047,4.130681
2013,Canada,538.29785,562.71307,24.415222,4.5356345
2014,Canada,543.28534,568.87225,25.586914,4.7096639
2015,Canada,537.65588,564.8537,27.197815,5.0585914
2016,Canada,536.56232,565.58331,29.020996,5.4086909
2017,Canada,546.6377,579.40735,32.769653,5.9947667
2018,Canada,557.57666,594.28815,36.711487,6.5841146
2019,Canada,552.85626,591.87659,39.020325,7.057951
2020,Canada,502.23502,545.18768,42.952667,8.5523043
2021,Canada,508.72638,556.22913,47.502747,9.3375826
2022,Canada,523.33331,576.33942,53.006104,10.128555
2000,Chile,48.623714,48.650681,.026966095,.055458732
2001,Chile,46.674236,46.726025,.05178833,.110957
2002,Chile,47.427101,47.479725,.052623749,.11095712
2003,Chile,48.616653,48.670597,.053943634,.11095711
2004,Chile,53.349052,53.408245,.059192657,.11095353
2005,Chile,54.434635,54.585758,.15112305,.27762297
2006,Chile,55.677498,55.832069,.15457153,.27761939
2007,Chile,63.075016,63.250126,.17510986,.2776216
2008,Chile,66.533463,66.75518,.22171783,.3332426
2009,Chile,64.212784,64.498253,.28546906,.44456732
2010,Chile,68.604767,68.90976,.30499268,.44456485
2011,Chile,75.316673,75.735443,.41876984,.55601215
2012,Chile,77.235779,77.794518,.55873871,.72341955
2013,Chile,81.861938,82.683052,.82111359,1.0030469
2014,Chile,75.46888,76.522301,1.053421,1.3958349
2015,Chile,81.127197,82.350868,1.223671,1.5083363
2016,Chile,85.258186,86.592171,1.3339844,1.5646408
2017,Chile,86.158752,87.555359,1.3966064,1.6209687
2018,Chile,85.761726,87.296989,1.5352631,1.7901495
2019,Chile,90.98571,92.614487,1.6287766,1.7901454
2020,Chile,83.860886,85.694077,1.8331909,2.1859903
2021,Chile,84.963791,87.110413,2.1466217,2.5265136
2022,Chile,86.586853,89.070313,2.4834595,2.8681715
2000,Czech Republic,122.7797,122.8478,.068099976,.055465173
2001,Czech Republic,122.71227,123.05295,.34067535,.27762127
2002,Czech Republic,118.80688,119.13672,.32983398,.27762195
2003,Czech Republic,121.88789,122.22627,.33838654,.27762115
2004,Czech Republic,122.15897,122.63403,.47505951,.3888863
2005,Czech Republic,120.26862,120.93733,.6687088,.55601269
2006,Czech Republic,120.80559,121.54465,.73906708,.61178219
2007,Czech Republic,122.38977,123.20683,.81705475,.66758418
2008,Czech Republic,116.72234,117.56673,.84439087,.72341835
2009,Czech Republic,111.68006,112.48798,.80791473,.72341895
2010,Czech Republic,112.69862,113.57687,.87824249,.77928412
2011,Czech Republic,109.55967,110.41344,.85377502,.77927858
2012,Czech Republic,105.8214,106.7052,.88379669,.83517766
2013,Czech Republic,101.59888,102.50423,.90534973,.89110202
2014,Czech Republic,98.502739,99.71167,1.208931,1.227307
2015,Czech Republic,99.634766,100.85759,1.2228241,1.2273066
2016,Czech Republic,101.31823,102.56171,1.2434845,1.2273058
2017,Czech Republic,101.84198,103.26353,1.4215469,1.3958359
2018,Czech Republic,100.88625,102.29446,1.4082031,1.3958325
2019,Czech Republic,95.756561,97.093163,1.3366013,1.3958325
2020,Czech Republic,87.281158,88.499458,1.2182999,1.3958337
2021,Czech Republic,92.135033,93.940514,1.805481,1.9596031
2022,Czech Republic,90.69709,92.731125,2.0340347,2.2426682
2000,Denmark,50.78952,50.90229,.11277008,.22203416
2001,Denmark,52.378975,52.582668,.20369339,.38888389
2002,Denmark,52.086922,52.289478,.20255661,.38888189
2003,Denmark,57.483604,57.739155,.25555038,.44456223
2004,Denmark,51.82069,52.108818,.2881279,.55600941
2005,Denmark,48.47353,48.770084,.29655457,.6117866
2006,Denmark,56.400684,56.840206,.43952179,.77928448
2007,Denmark,51.641872,52.044308,.4024353,.77928102
2008,Denmark,48.684032,49.172356,.48832321,1.0030459
2009,Denmark,46.947105,47.576023,.62891769,1.3396304
2010,Denmark,47.274361,47.987419,.71305847,1.5083408
2011,Denmark,42.051582,42.733223,.68164063,1.6209631
2012,Denmark,37.154228,37.798378,.64414978,1.7337186
2013,Denmark,38.876076,39.572014,.69593811,1.7901449
